u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,bearing,ref,layer_height,edge_interior_angle,stroke_group
264055539,264055540,0,171978231,,Hildebrandgasse,residential,30,True,50.117,"LINESTRING (16.336262 48.2203592, 16.3366029 48.2207485)",30.3,,height 2,"{(33144626, 264055539, 0): 60.488, (33144941, 264055540, 0): 72.095, (264055538, 264055539, 0): 158.91, (264055539, 33144633, 0): 119.42699999999999, (264055540, 33143821, 0): 178.86700000000002}",9
264055540,33143821,0,5774545,,Hildebrandgasse,residential,30,True,88.059,"LINESTRING (16.3366029 48.2207485, 16.3371841 48.2214393)",29.3,,height 2,"{(33143821, 33143825, 0): 179.811, (33143821, 33144427, 0): 74.485, (33144422, 33143821, 0): 114.337, (33144941, 264055540, 0): 106.772, (264055539, 264055540, 0): 178.86700000000002}",9
283324403,29048465,0,"[24412287, 184637567]",3,Währinger Gürtel,primary,50,True,110.653,"LINESTRING (16.3436212 48.2219556, 16.3435773 48.2219225, 16.343526 48.2218585, 16.3434955 48.2218032, 16.3434288 48.2216728, 16.3432345 48.2212031, 16.3431569 48.2210156)",198.2,B221,height 2,"{(655012, 283324403, 0): 169.155, (29048465, 33144366, 0): 179.999, (29048466, 29048465, 0): 103.87700000000001, (358517297, 283324403, 0): 70.967}",8
283324405,33144494,0,320178938,,Theresiengasse,residential,30,True,108.827,"LINESTRING (16.3426438 48.2221284, 16.3429429 48.2230866)",11.7,,height 2,"{(29048466, 283324405, 0): 179.30200000000002, (33143829, 33144494, 0): 75.788, (33144494, 33144497, 0): 103.951, (33144494, 33144503, 0): 179.041, (283324405, 392301, 0): 98.841, (358517297, 283324405, 0): 81.142}",11
283324405,392301,0,32065549,,Kreuzgasse,tertiary,50,True,76.118,"LINESTRING (16.3426438 48.2221284, 16.3421236 48.2222061, 16.3417948 48.2222561, 16.3417257 48.2222694, 16.3416439 48.2222852)",283.2,,height 1,"{(29048466, 283324405, 0): 80.461, (33143829, 392301, 0): 71.746, (33144467, 392301, 0): 114.392, (283324405, 33144494, 0): 98.841, (283324407, 392301, 0): 178.905, (358517297, 283324405, 0): 179.983}",15
283324407,25280482,0,32065549,,Kreuzgasse,tertiary,50,True,114.587,"LINESTRING (16.3400219 48.222715, 16.3393236 48.222905, 16.3391524 48.2229531, 16.3389935 48.2230028, 16.3388109 48.2230651, 16.3386652 48.223118, 16.3386125 48.2231372)",294.2,,height 1,"{(25280482, 33144572, 0): 70.999, (33143825, 25280482, 0): 110.043, (33143995, 25280482, 0): 178.409, (33144560, 283324407, 0): 108.571, (283324407, 392301, 0): 179.762, (283324407, 33144475, 0): 71.277}",15
283324407,392301,0,32065549,,Kreuzgasse,tertiary,50,True,129.33700000000002,"LINESTRING (16.3400219 48.222715, 16.3408275 48.2224994, 16.3413525 48.2223584, 16.3415458 48.2223061, 16.3416439 48.2222852)",111.7,,height 1,"{(33143829, 392301, 0): 107.159, (33144467, 392301, 0): 66.703, (33144560, 283324407, 0): 71.191, (283324405, 392301, 0): 178.905, (283324407, 25280482, 0): 179.762, (283324407, 33144475, 0): 108.961}",15
283324407,33144475,0,53378191,,Eduardgasse,residential,30,True,118.50699999999999,"LINESTRING (16.3400219 48.222715, 16.3400149 48.2227046, 16.3393645 48.2217434)",204.3,,height 2,"{(33143825, 33144475, 0): 108.083, (33144475, 33144471, 0): 71.39399999999999, (33144560, 283324407, 0): 179.84799999999998, (283324407, 25280482, 0): 71.277, (283324407, 392301, 0): 108.961}",23
283324413,33144491,0,11384853,2,Vinzenzgasse,residential,50,True,93.412,"LINESTRING (16.3344762 48.2249845, 16.3344221 48.2249246, 16.3341042 48.2245731, 16.3338278 48.224264)",210.9,,height 2,"{(33144491, 33144487, 0): 74.267, (33345286, 283324413, 0): 179.144, (64972028, 33144491, 0): 105.757, (283324413, 29048469, 0): 73.429, (283324413, 33144069, 0): 105.979, (292365649, 33144491, 0): 179.594}",6
283324413,29048469,0,"[141233621, 150120134]",2,Kreuzgasse,tertiary,50,True,83.941,"LINESTRING (16.3344762 48.2249845, 16.334388 48.2250266, 16.3343633 48.2250386, 16.3335652 48.2254334)",306.5,,height 1,"{(29048469, 64972028, 0): 99.083, (29048470, 29048469, 0): 179.692, (33345286, 283324413, 0): 105.715, (283324413, 33144491, 0): 73.429, (283324413, 33144069, 0): 179.408}",15
283324413,33144069,0,"[32065549, 232374367]",2,Kreuzgasse,tertiary,50,True,85.333,"LINESTRING (16.3344762 48.2249845, 16.3345417 48.2249524, 16.3346509 48.2248988, 16.3354038 48.2245295)",126.4,,height 1,"{(33144069, 33345303, 0): 105.89099999999999, (33144069, 29048468, 0): 179.95299999999997, (33144487, 33144069, 0): 74.979, (33345286, 283324413, 0): 74.877, (283324413, 33144491, 0): 105.979, (283324413, 29048469, 0): 179.408}",15
292365649,33144491,0,11384861,,Hormayrgasse,residential,50,True,108.295,"LINESTRING (16.3330875 48.2234242, 16.3338278 48.224264)",30.4,,height 2,"{(393924, 292365649, 0): 74.545, (33144491, 33144487, 0): 105.327, (64972028, 33144491, 0): 74.649, (283324413, 33144491, 0): 179.594, (292365649, 33144463, 0): 105.63499999999999, (292365649, 162796578, 0): 179.97199999999998}",6
292365649,33144463,0,27541033,,Schumanngasse,residential,30,True,142.747,"LINESTRING (16.3330875 48.2234242, 16.331527 48.2241773)",305.9,,height 1,"{(393924, 292365649, 0): 179.82, (26405248, 33144463, 0): 96.773, (33144463, 64970627, 0): 82.408, (33144463, 50655844, 0): 179.757, (292365649, 33144491, 0): 105.63499999999999, (292365649, 162796578, 0): 74.337}",4
292365649,162796578,0,11384861,,Hormayrgasse,residential,50,True,108.27799999999999,"LINESTRING (16.3330875 48.2234242, 16.3327199 48.2230076, 16.3325305 48.222794, 16.332435 48.2226868, 16.3323881 48.2226332, 16.33235 48.2225836)",210.3,,height 2,"{(393924, 292365649, 0): 105.483, (33144997, 162796578, 0): 100.896, (162796578, 33144648, 0): 176.561, (162796578, 392224, 0): 76.277, (292365649, 33144491, 0): 179.97199999999998, (292365649, 33144463, 0): 74.337}",6
320192043,33144637,0,171978226,,Dornerplatz,residential,30,True,95.71,"LINESTRING (16.3348182 48.2215171, 16.3341114 48.2207966)",213.2,,height 2,"{(33144633, 33144637, 0): 56.56999999999999, (33144640, 33144637, 0): 123.998, (33144947, 320192043, 0): 69.31899999999999, (320192043, 33144941, 0): 111.023}",37
320192043,33144941,0,171978229,,Leopold-Ernst-Gasse,residential,30,True,53.068,"LINESTRING (16.3348182 48.2215171, 16.3354187 48.2212569)",123.0,,height 1,"{(33144427, 33144941, 0): 105.851, (33144941, 33144633, 0): 74.39099999999999, (33144941, 264055540, 0): 179.631, (33144947, 320192043, 0): 179.658, (320192043, 33144637, 0): 111.023}",1
358517297,283324405,0,32065549,,Kreuzgasse,tertiary,50,True,65.827,"LINESTRING (16.3435101 48.2219968, 16.3434385 48.222008, 16.3433933 48.222015, 16.3431456 48.2220536, 16.3426438 48.2221284)",282.8,,height 1,"{(29048466, 283324405, 0): 99.55600000000001, (33144497, 358517297, 0): 117.723, (283324405, 33144494, 0): 81.142, (283324405, 392301, 0): 179.983, (358517297, 283324403, 0): 177.94}",15
358517297,283324403,0,172040988,,Kreuzgasse,tertiary,50,True,9.609,"LINESTRING (16.3435101 48.2219968, 16.3435592 48.2219873, 16.343601 48.2219692, 16.3436212 48.2219556)",119.1,,height 1,"{(655012, 283324403, 0): 119.878, (33144497, 358517297, 0): 64.337, (283324403, 29048465, 0): 70.967, (358517297, 283324405, 0): 177.94}",15
1371563074,394751,0,149996814,1,Währinger Straße,tertiary,50,True,58.249,"LINESTRING (16.3488332 48.2251903, 16.3480705 48.2253177)",284.1,,height 1,"{(394751, 392442, 0): 91.578, (251207329, 394751, 0): 179.94299999999998, (1371563077, 1371563074, 0): 177.099}",0
1371563077,378727,0,"[30696164, 813588390, 147695849, 59018224, 425297948]",4,Fuchsthallergasse,secondary,50,True,54.864999999999995,"LINESTRING (16.3490743 48.2251617, 16.349148 48.2251509, 16.3491889 48.2251459, 16.349248 48.2251393, 16.3492843 48.2251346, 16.3495868 48.2250955, 16.3496259 48.2250905, 16.3496886 48.2250824, 16.3498014 48.2250679)",101.0,,height 1,"{(213287623, 378727, 0): 84.285, (1371563077, 1371563074, 0): 178.579, (1371563077, 655018, 0): 94.192}",0
1371563077,1371563074,0,147695851,,Währinger Straße,tertiary,50,True,18.141,"LINESTRING (16.3490743 48.2251617, 16.3489597 48.2251756, 16.3489395 48.225178, 16.3488852 48.2251843, 16.3488332 48.2251903)",280.1,,height 1,"{(1371563074, 394751, 0): 177.099, (1371563077, 378727, 0): 178.579, (1371563077, 655018, 0): 84.387}",0
1371563077,655018,0,384796926,4,Währinger Gürtel,primary,50,True,62.39099999999999,"LINESTRING (16.3490743 48.2251617, 16.3490547 48.2250735, 16.3490521 48.225062, 16.349047 48.2250401, 16.3490275 48.224957, 16.3489856 48.224757, 16.3489752 48.2247168, 16.3489668 48.2246787, 16.3489559 48.2246299, 16.3489507 48.2246067)",188.4,B221,height 2,"{(392442, 655018, 0): 97.023, (655018, 33344802, 0): 179.90500000000003, (655018, 1629378075, 0): 83.033, (1371563077, 378727, 0): 94.192, (1371563077, 1371563074, 0): 84.387}",8
1629378075,213287623,0,385800228,4,Währinger Gürtel,primary,50,True,7.8420000000000005,"LINESTRING (16.3496756 48.2245257, 16.3496801 48.2245452, 16.3496867 48.2245739, 16.3496917 48.2245954)",8.7,B221,height 2,"{(378728, 1629378075, 0): 179.92200000000003, (655018, 1629378075, 0): 97.21600000000001, (213287623, 378727, 0): 179.97700000000003}",0
1850015446,33345289,0,327069938,,Vinzenzgasse,residential,30,True,78.567,"LINESTRING (16.3364564 48.2280317, 16.3364458 48.2279933, 16.3364202 48.2279116, 16.3361053 48.2273665)",199.4,,height 2,"{(33345289, 33345310, 0): 100.449, (33345289, 394989, 0): 179.298, (33345297, 33345289, 0): 78.467, (1850015446, 1850015448, 0): 91.07600000000001, (3337813458, 1850015446, 0): 90.559}",6
1850015446,1850015448,0,550487343,1,Währinger Straße,secondary,30,True,26.706999999999997,"LINESTRING (16.3364564 48.2280317, 16.3365154 48.2280166, 16.3366794 48.2279832, 16.3367997 48.2279586)",107.7,,height 1,"{(1850015446, 33345289, 0): 91.07600000000001, (1850015448, 33345291, 0): 173.886, (3337813458, 1850015446, 0): 178.365}",0
1850015448,33345291,0,550487337,2,Währinger Straße,secondary,50,True,145.57299999999998,"LINESTRING (16.3367997 48.2279586, 16.3372655 48.2278102, 16.3374496 48.2277629, 16.3376324 48.2277231, 16.3386443 48.2275145)",109.9,,height 1,"{(251523470, 33345291, 0): 178.764, (1850015446, 1850015448, 0): 173.886}",0
2423479559,33344812,0,"[36769101, 234046383]",2,Währinger Straße,secondary,50,True,144.39600000000002,"LINESTRING (16.3443157 48.2263246, 16.3443998 48.2263023, 16.3444687 48.2262835, 16.3445467 48.2262568, 16.3446212 48.2262304, 16.3447167 48.2261887, 16.3447748 48.2261631, 16.3447929 48.226154, 16.3448793 48.2261085, 16.3449502 48.2260656, 16.3449781 48.2260476, 16.3451272 48.2259554, 16.3452769 48.2258621, 16.3453543 48.2258154, 16.3454164 48.2257831, 16.3454545 48.2257664, 16.3455082 48.2257485, 16.3455604 48.2257375, 16.3456122 48.2257284, 16.3459567 48.2256704)",120.9,,height 1,"{(33344809, 2423479559, 0): 97.352, (33344812, 33344811, 0): 84.813, (251207329, 33344812, 0): 179.941, (2423479559, 33344816, 0): 178.095}",0
2423479559,33344816,0,508760485,2,Währinger Straße,secondary,50,True,59.417,"LINESTRING (16.3443157 48.2263246, 16.3437171 48.2264622, 16.3436328 48.2264804, 16.3435543 48.2264915)",288.2,,height 1,"{(33344809, 2423479559, 0): 80.743, (33344817, 33344816, 0): 177.23499999999999, (2423479559, 33344812, 0): 178.095}",0
3337813458,1850015446,0,550487343,1,Währinger Straße,secondary,30,True,13.348,"LINESTRING (16.3362963 48.2280864, 16.3363901 48.2280507, 16.3364564 48.2280317)",117.2,,height 1,"{(1850015446, 33345289, 0): 90.559, (1850015446, 1850015448, 0): 178.365, (5322689627, 3337813458, 0): 170.988}",0
3956260281,33143825,0,172398663,,Antonigasse,residential,30,True,107.384,"LINESTRING (16.336713 48.2228454, 16.337882 48.2222744)",126.2,,height 1,"{(33143821, 33143825, 0): 76.14699999999999, (33143825, 33144475, 0): 179.94400000000002, (33143825, 25280482, 0): 104.223, (33143995, 3956260281, 0): 72.805, (33144484, 3956260281, 0): 179.81900000000002, (3956260281, 33144427, 0): 103.38499999999999}",12
3956260281,33144427,0,26985884,,Leitermayergasse,residential,30,True,107.958,"LINESTRING (16.336713 48.2228454, 16.3365219 48.2226129, 16.3360195 48.2219915)",208.4,,height 2,"{(33143821, 33144427, 0): 77.001, (33143995, 3956260281, 0): 176.19, (33144427, 33144459, 0): 102.86099999999999, (33144427, 33144941, 0): 179.67700000000002, (33144484, 3956260281, 0): 76.79599999999999, (3956260281, 33143825, 0): 103.38499999999999}",19
5322689627,3337813458,0,550487344,2,Währinger Straße,secondary,30,True,76.994,"LINESTRING (16.3353047 48.228294, 16.3362963 48.2280864)",107.4,,height 1,"{(64975949, 5322689627, 0): 172.977, (3337813458, 1850015446, 0): 170.988}",0
